mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__var_smoothing,param_vec__bow__max_df,param_vec__bow__min_df,param_vec__bow__ngram_range,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro
0.41591835021972656,0.06153434255519487,0.0,0.0,3.1622776601683795e-05,0.9,2,"(1, 1)","{'model__var_smoothing': np.float64(3.1622776601683795e-05), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 1)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
1.0206733226776123,0.08901339881902738,0.0,0.0,3.1622776601683795e-05,0.9,2,"(1, 2)","{'model__var_smoothing': np.float64(3.1622776601683795e-05), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 2)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
0.48189029693603513,0.09010521757088955,0.0,0.0,3.1622776601683795e-05,1.0,1,"(1, 1)","{'model__var_smoothing': np.float64(3.1622776601683795e-05), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 1)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
1.665618085861206,0.0922890286078492,0.0,0.0,3.1622776601683795e-05,1.0,1,"(1, 2)","{'model__var_smoothing': np.float64(3.1622776601683795e-05), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 2)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
18.288074731826782,35.70769112419791,1.1768037796020507,2.3536075592041015,3.1622776601683795e-05,1.0,2,"(1, 1)","{'model__var_smoothing': np.float64(3.1622776601683795e-05), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 1)}",0.4378299654105225,,,,,,,1,0.47367232744543736,,,,,,,1,0.4114528749356921,,,,,,,1
4.177270936965942,6.317656159540613,0.0,0.0,3.1622776601683795e-05,1.0,2,"(1, 2)","{'model__var_smoothing': np.float64(3.1622776601683795e-05), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 2)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
0.45259909629821776,0.11016094537826511,0.0,0.0,1.7782794100389227e-07,0.9,1,"(1, 1)","{'model__var_smoothing': np.float64(1.7782794100389227e-07), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 1)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
1.5765678882598877,0.03324737620211997,0.0,0.0,1.7782794100389227e-07,0.9,1,"(1, 2)","{'model__var_smoothing': np.float64(1.7782794100389227e-07), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 2)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
41.110338878631595,34.9726821127061,2.141328525543213,2.636266319168232,1.7782794100389227e-07,0.9,2,"(1, 1)","{'model__var_smoothing': np.float64(1.7782794100389227e-07), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 1)}",,,,0.44282592862345227,0.4373634377276038,,,1,,,,0.485973173633842,0.47937418965696604,,,1,,,,0.40336474181977205,0.398585411563741,,,1
1.5501132011413574,0.19591128844910355,0.0,0.0,1.7782794100389227e-07,0.9,2,"(1, 2)","{'model__var_smoothing': np.float64(1.7782794100389227e-07), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 2)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
0.43104100227355957,0.04341703814813417,0.0,0.0,1.7782794100389227e-07,1.0,1,"(1, 1)","{'model__var_smoothing': np.float64(1.7782794100389227e-07), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 1)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
2.229197788238525,0.0832303250700837,0.0,0.0,1.7782794100389227e-07,1.0,1,"(1, 2)","{'model__var_smoothing': np.float64(1.7782794100389227e-07), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 2)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
0.5213114738464355,0.05649099953557722,0.0,0.0,1.7782794100389227e-07,1.0,2,"(1, 1)","{'model__var_smoothing': np.float64(1.7782794100389227e-07), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 1)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
1.352058744430542,0.17484669116512452,0.0,0.0,1.7782794100389227e-07,1.0,2,"(1, 2)","{'model__var_smoothing': np.float64(1.7782794100389227e-07), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 2)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
0.6039916515350342,0.03912035555675067,0.0,0.0,1e-09,0.9,1,"(1, 1)","{'model__var_smoothing': np.float64(1e-09), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 1)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
1.9052788734436035,0.3724678754614463,0.0,0.0,1e-09,0.9,1,"(1, 2)","{'model__var_smoothing': np.float64(1e-09), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 2)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
20.316793870925903,19.98180980726584,2.2138400077819824,4.427680015563965,1e-09,0.9,2,"(1, 1)","{'model__var_smoothing': np.float64(1e-09), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 1)}",,,,0.44282592862345227,,,,1,,,,0.48803209343055104,,,,1,,,,0.4023288459252894,,,,1
1.544395351409912,0.047947581509407956,0.0,0.0,1e-09,0.9,2,"(1, 2)","{'model__var_smoothing': np.float64(1e-09), 'vec__bow__max_df': 0.9, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 2)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
0.5584868431091309,0.11307124375334564,0.0,0.0,1e-09,1.0,1,"(1, 1)","{'model__var_smoothing': np.float64(1e-09), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 1)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
2.4262248992919924,0.1488915323024628,0.0,0.0,1e-09,1.0,1,"(1, 2)","{'model__var_smoothing': np.float64(1e-09), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 1, 'vec__bow__ngram_range': (1, 2)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
0.5420432090759277,0.049397897409387874,0.0,0.0,1e-09,1.0,2,"(1, 1)","{'model__var_smoothing': np.float64(1e-09), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 1)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
1.1903751850128175,0.06988375419867653,0.0,0.0,1e-09,1.0,2,"(1, 2)","{'model__var_smoothing': np.float64(1e-09), 'vec__bow__max_df': 1.0, 'vec__bow__min_df': 2, 'vec__bow__ngram_range': (1, 2)}",,,,,,,,1,,,,,,,,1,,,,,,,,1
